model,lab,frame,subset,axis_id,axis_name,score,run_sd
sonnet,Anthropic,neutral,b12,moral_agent,Moral Agent,-0.0008,0.0304
sonnet,Anthropic,neutral,b12,authority,Authority,0.065,0.0349
sonnet,Anthropic,neutral,b12,domain_boundary,Moral Domain,0.2691,0.029
sonnet,Anthropic,neutral,b12,scope,Obligation Scope,0.2776,0.0327
sonnet,Anthropic,neutral,all48,moral_agent,Moral Agent,0.0127,0.0116
sonnet,Anthropic,neutral,all48,authority,Authority,0.052,0.0101
sonnet,Anthropic,neutral,all48,domain_boundary,Moral Domain,0.0959,0.0103
sonnet,Anthropic,neutral,all48,scope,Obligation Scope,0.138,0.0073
sonnet,Anthropic,nonsense_color,b12,moral_agent,Moral Agent,-0.1188,0.0703
sonnet,Anthropic,nonsense_color,b12,authority,Authority,0.096,0.0471
sonnet,Anthropic,nonsense_color,b12,domain_boundary,Moral Domain,-0.1093,0.138
sonnet,Anthropic,nonsense_color,b12,scope,Obligation Scope,0.2193,0.0325
sonnet,Anthropic,nonsense_color,all48,moral_agent,Moral Agent,-0.0807,0.02
sonnet,Anthropic,nonsense_color,all48,authority,Authority,0.0597,0.0106
sonnet,Anthropic,nonsense_color,all48,domain_boundary,Moral Domain,-0.0812,0.0253
sonnet,Anthropic,nonsense_color,all48,scope,Obligation Scope,0.113,0.0088
sonnet,Anthropic,nonsense_geometry,b12,moral_agent,Moral Agent,-0.1513,0.0481
sonnet,Anthropic,nonsense_geometry,b12,authority,Authority,0.1149,0.0138
sonnet,Anthropic,nonsense_geometry,b12,domain_boundary,Moral Domain,0.0666,0.0294
sonnet,Anthropic,nonsense_geometry,b12,scope,Obligation Scope,0.2191,0.0208
sonnet,Anthropic,nonsense_geometry,all48,moral_agent,Moral Agent,-0.0747,0.0216
sonnet,Anthropic,nonsense_geometry,all48,authority,Authority,0.0663,0.0114
sonnet,Anthropic,nonsense_geometry,all48,domain_boundary,Moral Domain,-0.1247,0.0174
sonnet,Anthropic,nonsense_geometry,all48,scope,Obligation Scope,0.1149,0.0199
